CODICEIDENTIFICATIVOSITO;DENOMINAZIONESITOLOGISTICO;INDIRIZZO;PARTITAIVA;CAP;CODICECOMUNEISTAT;DESCRIZIONECOMUNE;CODICEPROVINCIAISTAT;SIGLAPROVINCIA;DESCRIZIONEPROVINCIA;CODICEREGIONE;DESCRIZIONEREGIONE;DATAINIZIOVALIDITA;DATAFINEVALIDITA;LATITUDINE;LONGITUDINE;LOCALIZE
004262;MANTAYA SAS;VIA FRANCO SACCHETTI 6D;09706111003;00137;058091;Roma;058;RM;Roma;120;Lazio;01/12/2007;-;41.94873;12.54504;1
004270;PARAFARMACIA SANITARIA dott.ssa DI CELLO TERESA;VIA PADOVA, 23;09707771003;00161;058091;Roma;058;RM;Roma;120;Lazio;01/12/2007;-;42.15817;12.59793;1
004280;carluccio antonio;via provinciale ausonia 45;02404290591;04023;059008;Formia;059;LT;Latina;120;Lazio;01/12/2007;-;41.28464;13.62809;1
004286;Parafarmacia Landi Mascagna;Via Filippo Nicolai 62;00090760562;01032;056015;Caprarola;056;VT;Viterbo;120;Lazio;01/12/2007;31/08/2008;42.32578;12.24057;1
004289;PARAFARMACIA ALETRIUM;PIAZZA MONSIGNOR TAGLIAFERRI 17;02513240602;03011;060003;Alatri;060;FR;Frosinone;120;Lazio;01/12/2007;-;41.73062;13.3402;1
004302;Parafarmacia LPFARMA s.a.s. di Pacifici Lorenzo;via Nomentana 485/a;09662871004;00162;058091;Roma;058;RM;Roma;120;Lazio;01/12/2007;-;41.92368;12.57115;1
004307;NATURASI;VIA ODERISI DA GUBBIO 66;09147671003;00146;058091;Roma;058;RM;Roma;120;Lazio;01/12/2007;-;41.86643;12.46576;1
004316;parafarmacia-ortopedia;via appia 256;02398010591;04020;059014;Minturno;059;LT;Latina;120;Lazio;01/12/2007;-;41.24859;13.74172;1
004329;FRASCONE ANGELA;VIA MATTEOTTI, 54;02515730600;03039;060074;Sora;060;FR;Frosinone;120;Lazio;01/12/2007;31/07/2008;41.72278;13.60745;1
004349;Di Mare Cecilia;via F. Baracca, snc;02406610598;04020;059026;Santi cosma e damiano;059;LT;Latina;120;Lazio;01/12/2007;-;41.29889;13.81262;1
004378;drug store libia s.r.l-;via s. m. goretti 20;09669751001;00199;058091;Roma;058;RM;Roma;120;Lazio;01/01/2008;-;41.92368;12.57115;1
004380;UNICOOP TIRRENO SOC. COOP.;Via Camillo De Lellis Tang. Ovest Loc. Riello;00103530499;00100;056059;Viterbo;056;VT;Viterbo;120;Lazio;01/01/2008;-;42.42068;12.10767;1
004391;PARAFARMACIA Dott.ssa MICELI;Via Pellegrino Matteucci, 96;09591141008;00154;058091;Roma;058;RM;Roma;120;Lazio;01/01/2008;-;41.87166;12.48456;1
004410;parafarmacia naturalfarma;via umberto maddalena n 35/37;03556970717;00012;058047;Guidonia montecelio;058;RM;Roma;120;Lazio;01/01/2008;-;41.98134;12.70358;1
004423;AGRICOLA CAERE SNC DI DANILO ROMANELLA;VIALE MANZONI, 32;05158151000;00052;058029;Cerveteri;058;RM;Roma;120;Lazio;01/01/2008;-;41.9958;12.09268;1
004426;Parafarmacia Fiore di Mazzei Maria Luisa sas;via Duca del Mare , 6;02404430593;04016;059024;Sabaudia;059;LT;Latina;120;Lazio;01/01/2008;30/06/2008;41.30158;13.02758;1
004434;AUCHAN;ViaValente ang. Via Collatina;03349310965;00100;058091;Roma;058;RM;Roma;120;Lazio;01/01/2008;-;41.92368;12.57115;1
004456;La Farmacista;Via Ugo de Carolis 91;07737160585;00136;058091;Roma;058;RM;Roma;120;Lazio;01/01/2008;-;41.92063;12.43811;1
004483;Beanato Paola;via Isacco Newton 36-38;10188800584;00151;058091;Roma;058;RM;Roma;120;Lazio;01/02/2008;-;41.85461;12.44037;1
004500;Parafarmacia Mecucci;Via Roma, n°52;01972470569;01037;056045;Ronciglione;056;VT;Viterbo;120;Lazio;01/02/2008;31/10/2010;42.28971;12.21769;1
004519;L'angolo del farmaco di Lucia Di Nora;via Altino, 6;10366181005;00183;058091;Roma;058;RM;Roma;120;Lazio;01/02/2008;31/03/2009;41.87918;12.50947;1
004519;Parafarmacia Dr.ssa M. S. Calderone;via Altino, 6;10366181005;00183;058091;Roma;058;RM;Roma;120;Lazio;01/04/2009;-;41.87918;12.50947;1
004532;montecchiesi luigi;lungomare duca degli abruzzi 84 (locale 811);09762871003;00121;058091;Roma;058;RM;Roma;120;Lazio;01/02/2008;28/02/2010;41.90151;12.46077;1
004598;Punto Benessere di Francesca Angelini - ACRAF Spa;Via Piave n. 22;01258691003;00186;058091;Roma;058;RM;Roma;120;Lazio;01/02/2008;31/07/2008;41.90884;12.49842;1
004642;IPER SIDIS;Viale Kennedy, 90;09655211002;00043;058118;Ciampino;058;RM;Roma;120;Lazio;01/03/2008;-;41.79433;12.61516;1
004647;E. LECLERC CONAD;VIA IGINO GARBINI, SNC;01967130541;01100;056059;Viterbo;056;VT;Viterbo;120;Lazio;01/03/2008;31/12/2014;42.42068;12.10767;1
004647;IPERMERCATO CONAD;Via IGINO GARBINI, SNC;01967130541;01100;056059;Viterbo;056;VT;Viterbo;120;Lazio;01/01/2015;-;42.42068;12.10767;1
004677;EmFra srl;V.XXIV Maggio6;09785421000;00053;058032;Civitavecchia;058;RM;Roma;120;Lazio;01/03/2008;-;42.11723;11.81129;1
004683;PARAFARMACIA CENTRO COMMERCIALE ANAGNINA;VIA TORRE DI MEZZAVIA 35;06887121009;00173;058091;Roma;058;RM;Roma;120;Lazio;01/03/2008;-;41.8362;12.59417;1
004684;PARAFARMACIA AEROPORTO DI CIAMPINO;VIA APPIA NUOVA 1651;06887121009;00040;058118;Ciampino;058;RM;Roma;120;Lazio;01/03/2008;30/06/2009;41.79704;12.58736;1
004689;parafarmacia santa susanna;largo di santa susanna 114;09716041000;00187;058091;Roma;058;RM;Roma;120;Lazio;01/03/2008;-;41.90495;12.49324;1
004697;PARAFARMACIA ADC SRL;VIA TRIESTE 16;09794431008;00043;058118;Ciampino;058;RM;Roma;120;Lazio;01/03/2008;31/01/2013;41.80179;12.59935;1
004699;LC3M S.R.L.;VIA CARLO BERNARI, 75;09795811000;00139;058091;Roma;058;RM;Roma;120;Lazio;01/03/2008;30/11/2010;41.96722;12.55011;1
004702;Parafarmacia;Via Casal del Marmo, 122 D-E;09250431005;00168;058091;Roma;058;RM;Roma;120;Lazio;01/03/2008;31/12/2011;41.96018;12.40746;1
004705;Spaziofarma;Via Sacco e Vanzetti, 150;01898590565;00155;058091;Roma;058;RM;Roma;120;Lazio;01/03/2008;-;41.90964;12.56873;1
004722;PHARMA POINT CIRCEO;VIALE TOMMASO TITTONI 153;02377600594;04017;059025;San felice circeo;059;LT;Latina;120;Lazio;01/04/2008;-;41.24124;13.10063;1
004739;Ortopedia Sabelli;via IV novembre 13;00707421004;00043;058118;Ciampino;058;RM;Roma;120;Lazio;01/04/2008;31/05/2014;41.80161;12.6004;1
004750;PARAFARMACIA Dott. Massimo Stagni;Via I Maggio 21;09866581003;02048;057066;Stimigliano;057;RI;Rieti;120;Lazio;01/04/2008;31/03/2009;42.29028;12.56908;1
004761;PARAFARMACIA  TANZI MARIA PAOLA;VIA  GIUSEPPE FERRARI  33;02201760606;00195;058091;Roma;058;RM;Roma;120;Lazio;01/04/2008;-;41.91421;12.46448;1
004769;Countryclub;P.zza Castelfusano 1;09914301008;00124;058091;Roma;058;RM;Roma;120;Lazio;01/04/2008;30/04/2009;41.75454;12.30766;1
004777;Parafarmacia di Speranza Claudia;Via Vincenzo Morello n.34;01925950568;00157;058091;Roma;058;RM;Roma;120;Lazio;01/04/2008;-;41.92368;12.57115;1
004783;Parafarmacia Castellino;via Cesare Battisti 133-134-135;04495841001;00186;058091;Roma;058;RM;Roma;120;Lazio;01/04/2008;30/11/2011;41.89699;12.48274;1
004786;PARAFARMACIA AEROPORTO DI FIUMICINO;VIA DELL'AEROPORTO DI FIUMICINO snc MOLO T5;06887121009;00144;058120;Fiumicino;058;RM;Roma;120;Lazio;01/04/2008;30/06/2009;41.77124;12.235;1
004787;FARMAFREE;Centro commerciale sedici pini Via del mare km. 18.600;05588930486;00040;058079;Pomezia;058;RM;Roma;120;Lazio;01/04/2008;-;41.67003;12.49972;1
004789;parafarmacia baby birba;via dei monti lepini;02502220607;03100;060038;Frosinone;060;FR;Frosinone;120;Lazio;01/04/2008;-;41.63455;13.33137;1
004799;de clemente gianpiero;via appia, 1040;02429080597;04028;059014;Minturno;059;LT;Latina;120;Lazio;01/04/2008;31/12/2014;41.24859;13.74172;1
004843;Italiasalute srl;via Fernando Conti 66;06442601008;00133;058091;Roma;058;RM;Roma;120;Lazio;01/05/2008;-;41.86891;12.63344;1
004852;MARKET FARMA S.r.l.;via Riano snc;09608511003;00191;058091;Roma;058;RM;Roma;120;Lazio;01/05/2008;30/04/2012;41.90151;12.46077;1
004862;MARIPOSA SRL;VIA VALBONDIONE 15;09845901009;00188;058091;Roma;058;RM;Roma;120;Lazio;01/05/2008;-;41.99472;12.47618;1
004872;laltrafarmacia dott. valle;via torino n° 120, 121;07293750589;00184;058091;Roma;058;RM;Roma;120;Lazio;01/05/2008;-;41.92368;12.57115;1
004887;Parafarmacia S.Raffaele;via S. Cornelia 250;09812051002;00188;058091;Roma;058;RM;Roma;120;Lazio;01/05/2008;-;41.92368;12.57115;1
004894;parafarmacia dott.ssa romero;via ottavilla,20;09908301006;00152;058091;Roma;058;RM;Roma;120;Lazio;01/05/2008;31/12/2013;41.88377;12.45631;1
004907;IPERCOOP TIRRENO SPA;VIALE OCEANO PACIFICO, 83;00103530499;00144;058091;Roma;058;RM;Roma;120;Lazio;01/05/2008;31/05/2008;41.63089;12.49908;1
004907;UNICOOP TIRRENO SOC. COOP.;VIALE OCEANO PACIFICO, 83;00103530499;00144;058091;Roma;058;RM;Roma;120;Lazio;01/06/2008;-;41.63089;12.49908;1
004945;PARAFARMACIA CENTRO COMMERCIALE EUROMA2;VIA DELL'OCEANO PACIFICO snc;06887121009;00144;058091;Roma;058;RM;Roma;120;Lazio;01/06/2008;31/12/2008;41.92368;12.57115;1
004965;MARKET FARMA S.r.l.;Via Cassia, 340/342;09608511003;00191;058091;Roma;058;RM;Roma;120;Lazio;01/06/2008;31/01/2014;42.08192;12.37295;1
004965;Parafarmacia Cassia 340;Via Cassia, 340/342;13083851009;00191;058091;Roma;058;RM;Roma;120;Lazio;01/12/2014;-;42.08192;12.37295;1
004971;PARAFARMACIA SAN ROCCO;VIA MAMELI, 20;02515730600;03039;060074;Sora;060;FR;Frosinone;120;Lazio;01/06/2008;-;41.71853;13.61054;1
004981;ATG MEDI' SRL;Via Piedicavallo, 51;09933231004;00166;058091;Roma;058;RM;Roma;120;Lazio;01/05/2011;30/06/2011;41.92441;12.36039;1
004981;DERMOFARMA;Via Piedicavallo, 51;09933231004;00166;058091;Roma;058;RM;Roma;120;Lazio;01/06/2008;30/04/2011;41.92441;12.36039;1
004981;PARAFARMACIA PIM;Via Piedicavallo, 51;09933231004;00166;058091;Roma;058;RM;Roma;120;Lazio;01/07/2011;-;41.92441;12.36039;1
005014;Parafarmacia Holonfarma;Via Bonn 2/4;10034761006;00043;058118;Ciampino;058;RM;Roma;120;Lazio;01/06/2008;-;41.79433;12.61516;1
005032;parafarmacia natura e salute;via ovidio 52;06960441001;00040;058079;Pomezia;058;RM;Roma;120;Lazio;01/06/2008;31/12/2011;41.6722;12.49866;1
005041;PARAFARMACIA DOTT.SSA MASTRANGELI;VIA ARMANDO FABI, 177;02546910601;03100;060038;Frosinone;060;FR;Frosinone;120;Lazio;01/07/2008;30/09/2012;41.63938;13.31514;1
005058;il farmaceutico;joice,2;10056081002;00143;058091;Roma;058;RM;Roma;120;Lazio;01/07/2008;31/12/2008;41.80933;12.48239;1
005065;PARAFARMACIA LIBERTA';PIAZZA DELLA LIBERTA' 5/6;07435681007;00192;058091;Roma;058;RM;Roma;120;Lazio;01/07/2008;31/10/2010;41.70535;12.6926;1
005065;POLIGEST s.n.c.;PIAZZA DELLA LIBERTA' 5/6;07435681007;00192;058091;Roma;058;RM;Roma;120;Lazio;01/11/2010;-;41.70535;12.6926;1
005075;Parafarmacia San Raffaele;Via Giardinetti, 106;11429991000;00133;058091;Roma;058;RM;Roma;120;Lazio;01/03/2012;-;41.85989;12.60289;1
005075;Parafarmacia_Farmacie Sanasi s.a.s.;Via Giardinetti, 106;11429991000;00133;058091;Roma;058;RM;Roma;120;Lazio;01/07/2008;29/02/2012;41.85989;12.60289;1
005084;PARAFARMACIA NYMPHAEA SRL;VIA RICCARDO BILLI, 30-32-34;11398171006;00173;058091;Roma;058;RM;Roma;120;Lazio;01/07/2008;31/05/2011;41.83364;12.59697;1
005094;CASPIAN SAS;VIA DEI VELIERI 64/66;09949361001;00121;058091;Roma;058;RM;Roma;120;Lazio;01/07/2008;-;41.73464;12.27453;1
005110;Parafarmacia Dr. Franco Borsò;Via duca del mare, 6;00993470590;04016;059024;Sabaudia;059;LT;Latina;120;Lazio;01/07/2008;-;41.34345;13.03046;1
005137;Galenofarma s.a.s. di Palazzi Alessandro & C.;Via della Grande Muraglia 162;09824021001;00144;058091;Roma;058;RM;Roma;120;Lazio;01/08/2008;31/10/2010;41.82456;12.45655;1
005137;PARAFARMACIA;Via della Grande Muraglia 162;09824021001;00144;058091;Roma;058;RM;Roma;120;Lazio;01/11/2010;28/02/2013;41.82456;12.45655;1
005138;PARAFARMACIA DOTT.ACOURY C.E.;Via Antonio Panizzi, 69;08913810589;00135;058091;Roma;058;RM;Roma;120;Lazio;01/08/2008;31/10/2008;41.95679;12.40109;1
005149;PARAFARMACIA NIZZA DI EMIDI PATRIZIO;VIA NIZZA 69/B;10072711004;00198;058091;Roma;058;RM;Roma;120;Lazio;01/08/2008;31/12/2009;41.91163;12.49875;1
005182;Parafarma di Urbano G. e Varani A. s.n.c.;Via Arnale Rosso 68/70;02437460591;04022;059007;Fondi;059;LT;Latina;120;Lazio;01/09/2008;-;41.36088;13.43868;1
005194;Parafarmacia Elena Di Biagi;Via Cardinal Salotti snc;01933950568;01027;056036;Montefiascone;056;VT;Viterbo;120;Lazio;01/09/2008;30/09/2012;42.5406;12.01989;1
005216;Kurhaus srl;Via Vaioli;02549070601;03044;060026;Cervaro;060;FR;Frosinone;120;Lazio;01/09/2008;-;41.47673;13.89858;1
005245;Lo speziale srl - paraFARMACIA;Via della Pace-Loc.Pascolaro;09922291001;00038;058110;Valmontone;058;RM;Roma;120;Lazio;01/10/2008;-;41.77111;12.9183;1
005249;"Paraf. Erboristeria ""De Materia Medica Dr. Enrico D'Alberti";via G.Chiabrera, 41/43;11508301006;00145;058091;Roma;058;RM;Roma;120;Lazio;01/08/2011;-;41.85516;12.47972;1
005249;parafarmacia;via g.chiabrera, 41/43;11508301006;00145;058091;Roma;058;RM;Roma;120;Lazio;01/10/2008;31/07/2011;41.85516;12.47972;1
005255;PARAFARMACIA SAN TOMMASO DI DOTT.SSA MARIA DI PRET;VIA CASILINA;02560020600;03038;060060;Roccasecca;060;FR;Frosinone;120;Lazio;01/10/2008;31/12/2008;41.55456;13.61586;1
005266;unicorno bianco srl;alfonso borelli;09979341006;00100;058091;Roma;058;RM;Roma;120;Lazio;01/10/2008;-;41.90697;12.51582;1
005274;Supermercato SMA;Piazza S.Maria Maggiore 5 B;09514551002;00185;058091;Roma;058;RM;Roma;120;Lazio;01/10/2008;-;41.92368;12.57115;1
005275;Parafarmacia Sicuramente;Va Torino32a;09662221002;00184;058091;Roma;058;RM;Roma;120;Lazio;01/10/2008;-;41.45681;12.65919;1
005276;Parafarmacia Sicuramente;Via Piave 22;09662221002;00187;058091;Roma;058;RM;Roma;120;Lazio;01/10/2008;-;41.78416;12.6794;1
005287;PARAFARMACIA PORTA DI ROMA;Via delle Vigne Nuove snc;01447650332;00139;058091;Roma;058;RM;Roma;120;Lazio;01/10/2008;-;41.90151;12.46077;1
005288;PARAFARMACIA ROMA EST;Via Collatina, 858 km 12800;01447650332;00155;058091;Roma;058;RM;Roma;120;Lazio;01/10/2008;-;41.90151;12.46077;1
005299;PHARMAPOINT SRL;VIA GIOLITTI 18;10042011006;00010;058047;Guidonia montecelio;058;RM;Roma;120;Lazio;01/10/2008;-;41.98134;12.70358;1
005300;PHARMAPOINT SRL;VIA GAGLIANO DEL CAPO 95;10042011006;00133;058091;Roma;058;RM;Roma;120;Lazio;01/10/2008;-;41.85537;12.65313;1
005341;parafarmacia;via indipendenza,137;04634410650;04024;059009;Gaeta;059;LT;Latina;120;Lazio;01/11/2008;-;41.21785;13.56988;1
005352;PARAFARMACIA EUROMA 2;Via dell'Oceano Pacifico snc - Località Castellaccio;01447650332;00144;058091;Roma;058;RM;Roma;120;Lazio;01/11/2008;-;41.90151;12.46077;1
005353;PARAFARMACIA APRILIA 2;Via della Riserva nuova snc;01447650332;04011;059001;Aprilia;059;LT;Latina;120;Lazio;01/11/2008;-;41.5944;12.65603;1
005362;PARAFARMACIA BRUZICHES;VIA VARIANA 1;01950120566;01034;056024;Fabrica di roma;056;VT;Viterbo;120;Lazio;01/11/2008;-;42.33428;12.29703;1
005368;CICIGI srl;via Torri in Sabina 10-12 Roma;05864641005;00199;058091;Roma;058;RM;Roma;120;Lazio;01/11/2008;-;41.93404;12.51302;1
005375;L'Angolo del Farmaco;via Italo Balbo;09806941002;04028;059014;Minturno;059;LT;Latina;120;Lazio;01/11/2008;-;41.25346;13.71309;1
005380;PARAFARMACIA S.TOMMASO DI DOTT.SSA MARIA DI PRETE;VIA CASILINA NORD, N.32;02560020600;03038;060060;Roccasecca;060;FR;Frosinone;120;Lazio;01/11/2008;-;41.53498;13.6395;1
005393;cpfarma srl;via franco bartoloni  81/83;09801181000;00179;058091;Roma;058;RM;Roma;120;Lazio;01/12/2008;31/03/2010;41.86663;12.52777;1
005404;Iter S.r.l;Viale Europa 5;05792821000;02030;057054;Poggio moiano;057;RI;Rieti;120;Lazio;01/12/2008;31/03/2010;42.20302;12.87524;1
005406;Terraluna S.r.l;Via Longarina 1;10181341008;00012;058047;Guidonia montecelio;058;RM;Roma;120;Lazio;01/12/2008;31/05/2011;41.97232;12.71572;1
005408;parafarmacia;Via Alfredo Fusco, 7/9;10147341001;00136;058091;Roma;058;RM;Roma;120;Lazio;01/12/2008;31/01/2013;41.92392;12.43629;1
005435;Farmafree;Centro Commerciale Itaca, Località Santa Croce;05588930486;04023;059008;Formia;059;LT;Latina;120;Lazio;01/12/2008;-;41.26447;13.67796;1
005437;HEALTHY CENTER;Via Roma 35/B;10018611003;00063;058015;Campagnano di roma;058;RM;Roma;120;Lazio;01/12/2008;-;42.13685;12.37858;1
005449;EMPORIVM;Via Tiburtina, 1361;02072111004;00131;058091;Roma;058;RM;Roma;120;Lazio;01/01/2009;-;41.93305;12.59934;1
005464;Parafarmacia dr.ssa Bellafronte Enrica Antonella;via livilla 11;02955130782;00175;058091;Roma;058;RM;Roma;120;Lazio;01/01/2009;-;41.86313;12.55286;1
005476;CONCETTI FLAVIA;VIA SALVATORE GASBARRA 32;05150800588;00126;058091;Roma;058;RM;Roma;120;Lazio;01/01/2009;31/07/2013;41.77612;12.3369;1
005481;Farma Point;Circonvallazione Trionfale 9;09318791002;00195;058091;Roma;058;RM;Roma;120;Lazio;01/01/2009;31/07/2012;41.90983;12.44894;1
005490;Drugs & More;centro Commerciale Tor Vergata Viale schiavonetti 426;01599610704;00173;058091;Roma;058;RM;Roma;120;Lazio;01/01/2009;-;41.84423;12.60999;1
005498;parafarmacia de franceschi;via munazio planco 12;10201231007;00019;058104;Tivoli;058;RM;Roma;120;Lazio;01/02/2009;-;41.96092;12.79888;1
005510;SALUTE STORE ROMA DI LINSALATA DOMENICO;VIA LABICANA, 64;10300361002;00184;058091;Roma;058;RM;Roma;120;Lazio;01/02/2009;-;41.89002;12.49704;1
005524;ANIMAL FARM DI ARCESE DANIELE;VIA AMERICA LATINA, 316;02162110601;03100;060038;Frosinone;060;FR;Frosinone;120;Lazio;01/02/2009;31/05/2015;41.62904;13.34314;1
005524;ANIMAL FARM DI ARCESE DANIELE;Via AMERICA LATINA, 316;02875590602;03100;060038;Frosinone;060;FR;Frosinone;120;Lazio;01/06/2015;-;41.62904;13.34314;1
005532;Parafaramacia del ghetto-il polo etrusco;Viale Garibaldi 44;08701011002;00053;058032;Civitavecchia;058;RM;Roma;120;Lazio;01/02/2009;31/12/2010;42.08903;11.79532;1
005540;PARAFARMACIA DEL TINTORETTO DI CARACCIOLO GIANLUCA;VIA DEL TINTORETTO 104 106;10269531009;00142;058091;Roma;058;RM;Roma;120;Lazio;01/02/2009;-;41.92368;12.57115;1
005552;Parafarmacia Panacea;Viale delle Medaglie d'Oro, 40;10303871007;00136;058091;Roma;058;RM;Roma;120;Lazio;01/02/2009;31/08/2012;41.90945;12.44869;1
005562;Drugs & More;Centro Commerciale La Romanina Via Errico Ferri 8;01599610704;00169;058091;Roma;058;RM;Roma;120;Lazio;01/02/2009;-;41.90151;12.46077;1
005566;Italiasalute;Via A.Serra 81B;06442601008;00191;058091;Roma;058;RM;Roma;120;Lazio;01/02/2009;-;41.92368;12.57115;1
005592;Farmaplanet Srl;Via Formellese km 3,900 n°8;10227431003;00060;058038;Formello;058;RM;Roma;120;Lazio;01/03/2009;-;42.082;12.4037;1
005595;PARAFARMACIA DUE PONTI SRL;VIA DEI DUE PONTI,188/C;10321871005;00189;058091;Roma;058;RM;Roma;120;Lazio;01/03/2009;-;41.92368;12.57115;1
005596;PARAFARMACIA DUE PONTI SRL;VIA DEI DUE PONTI,188,C;10321871005;00189;058091;Roma;058;RM;Roma;120;Lazio;01/03/2009;-;41.92368;12.57115;1
005609;BO.FI. srl;Piazza Risorgimento snc;10173291005;03039;060074;Sora;060;FR;Frosinone;120;Lazio;01/03/2009;-;41.71885;13.61305;1
005627;parafarmacia dott. guagnetti;piazza matteotti 5;10292521001;00059;058105;Tolfa;058;RM;Roma;120;Lazio;01/03/2009;30/06/2012;42.15269;11.9411;1
005645;ARSAN VENERE SAS di Alessandra &c;Via Del Pianeta Venere 145;10346701005;00144;058091;Roma;058;RM;Roma;120;Lazio;01/03/2009;-;41.81734;12.4472;1
005646;Natura Mater Magistra (parafarmacia);via Gaverina 88;10383861001;00166;058091;Roma;058;RM;Roma;120;Lazio;01/03/2009;31/03/2011;41.94961;12.37395;1
005662;parafarmacia baby birba;via napoli 134;02502220607;03036;060043;Isola del liri;060;FR;Frosinone;120;Lazio;01/03/2009;-;41.7162;13.60918;1
005686;PARAFARMACIA Dott.sa Concetta De Mare;via mantova, snc;01967020569;01017;056052;Tuscania;056;VT;Viterbo;120;Lazio;01/04/2009;-;42.41857;11.87031;1
005694;PARAFARMACIA DOTT.DE ANGELIS;VIALE MARCONI 66/66bis;10369811004;01015;056049;Sutri;056;VT;Viterbo;120;Lazio;01/04/2009;31/03/2013;42.24581;12.21599;1
005698;PARAFARMACIA CPRI DI ANDREA CAPRI;VIA DEI BERIO 202;10468491005;00155;058091;Roma;058;RM;Roma;120;Lazio;01/05/2009;-;41.88803;12.58868;1
005751;parafarmacia cusani;via roma 60/62;02027410592;04029;059030;Sperlonga;059;LT;Latina;120;Lazio;01/05/2009;30/11/2011;41.25994;13.43881;1
005752;PARAFARMACIA DOTT.ACOURY C.E.;ANTONIO PANIZZI,69;08913810589;00135;058091;Roma;058;RM;Roma;120;Lazio;01/05/2009;-;41.92368;12.57115;1
005781;FARMACIA BORBOTTI di BORBOTTI G. e P. S.N.C.;LUNGOMARE HARMINE 36/D - LOC. MARINA DI MONTALTO;01439020569;01014;056035;Montalto di castro;056;VT;Viterbo;120;Lazio;01/06/2009;31/01/2011;42.32527;11.5813;1
005782;Vetzoo di Buglione Antonio;Piazza Risorgimento, 12;02878230784;04063;059008;Formia;059;LT;Latina;120;Lazio;01/06/2009;-;41.28464;13.62809;1
005801;PARAFARMACIA PUNTO BENESSERE SRL;VIA FILOMUSI GUELFI 49/53;10490791000;00173;058091;Roma;058;RM;Roma;120;Lazio;01/06/2009;-;41.86242;12.57014;1
005802;DOCIMO RENATO;VIA MARIO FANI 99;10429611006;00135;058091;Roma;058;RM;Roma;120;Lazio;01/06/2009;-;41.94037;12.44127;1
005817;farmapoint;via lavanga 175;02345830596;04023;059008;Formia;059;LT;Latina;120;Lazio;01/06/2009;-;41.28464;13.62809;1
005828;PARAFARMACIA GEAM SRL;VIA DEL MORO 6;10417931002;00153;058091;Roma;058;RM;Roma;120;Lazio;01/06/2009;-;41.89074;12.47061;1
005833;Parafarmacia Giovanna Perugini;via della stazione snc;01969700564;01015;056049;Sutri;056;VT;Viterbo;120;Lazio;01/06/2009;-;42.2439;12.21854;1
005836;paraFarmacia snc Dott.ssa Francesca Peluso e c.;via Magnanapoli 10A;09481921006;00187;058091;Roma;058;RM;Roma;120;Lazio;01/06/2009;-;41.89605;12.48509;1
005842;Drugs & More;Via Salaria Km 53 Osteria nuova;01599610704;02037;057054;Poggio moiano;057;RI;Rieti;120;Lazio;01/06/2009;-;42.20918;12.82345;1
005852;parafarmacia sicuramente;via francesco grimaldi 44;09662221002;00146;058091;Roma;058;RM;Roma;120;Lazio;01/06/2009;-;41.86481;12.46721;1
005858;ser.me.san srl;via andrea barbato;09709211008;00168;058091;Roma;058;RM;Roma;120;Lazio;01/07/2009;-;41.93078;12.40177;1
005864;supermercato PAM CLUB;via della tenuta di santa cecilia 2/16;09455781006;00163;058091;Roma;058;RM;Roma;120;Lazio;01/07/2009;-;41.92368;12.57115;1
005935;Sport Town Srl;Via di Tor Cervara, 10;09743661002;00155;058091;Roma;058;RM;Roma;120;Lazio;01/09/2009;-;41.93064;12.58633;1
005937;parafarmacia bruziches;via urbano del drago;01950120566;01030;056038;Monterosi;056;VT;Viterbo;120;Lazio;01/09/2009;-;42.19671;12.30849;1
005942;SANTA LUCIA 2009 SRL;VIA MADRE TERESA DI CALCUTTA, 8;01978570560;01100;056059;Viterbo;056;VT;Viterbo;120;Lazio;01/09/2009;-;42.4165;12.10394;1
005956;PARAFARMACIA CASSINO;VIA CASILINA SUD, KM 141,400;02159750278;03043;060019;Cassino;060;FR;Frosinone;120;Lazio;01/09/2009;30/11/2010;41.49086;13.83333;1
005960;Taccone Giuseppa;via Bombay 8/10;10582681002;00144;058091;Roma;058;RM;Roma;120;Lazio;01/09/2009;31/01/2012;41.82309;12.44524;1
005963;PNORAMA FROSINONE;Via Casilina Nord, KM. 81;02159750278;03100;060003;Alatri;060;FR;Frosinone;120;Lazio;01/09/2009;30/11/2010;41.73062;13.3402;1
005985;M.A.S. Medicazione Articoli Sanitari s.p.a.;viale Regina Margherita, 158;00889961009;00198;058091;Roma;058;RM;Roma;120;Lazio;01/10/2009;31/07/2012;41.80978;12.68084;1
006006;Parafarmacia Vivasalute;Via Isole di capo Verde snc;09515891001;00121;058091;Roma;058;RM;Roma;120;Lazio;01/10/2009;-;41.90151;12.46077;1
006016;ORTOPEDIA SANITARIA CMA S.R.L.;VIA FIRENZE N. 26;01464800596;04019;059032;Terracina;059;LT;Latina;120;Lazio;01/10/2009;-;41.31583;13.19094;1
006017;ORTOPEDIA SANITARIA CMA S.R.L.;VIA S. MAGNO N. 4;01464800596;04022;059007;Fondi;059;LT;Latina;120;Lazio;01/10/2009;-;41.37641;13.38451;1
006019;PARAFARMACIA PERINELLI DOTT. ROMEO;VIA TEVERINA 5/L;00609770565;01100;056059;Viterbo;056;VT;Viterbo;120;Lazio;01/10/2009;-;42.46845;12.1148;1
006021;PARAFARMACIA HEALTHING AXA;VIA PINDARO 90/92/94;06887121009;00125;058091;Roma;058;RM;Roma;120;Lazio;01/10/2009;-;41.75651;12.36754;1
